Filename,HTID,Author,Title,Year,URL
mdp_39015030025780.json,mdp.39015030025780,Wickström Victor Hugo,Arnliot Gällina,1896,
hvd_hnqls5.json,hvd.hnqls5,Geijerstam Gustaf Af,Vilse I Livet,1897,
mdp_39015030011244.json,mdp.39015030011244,Heidenstam Verner Von,Karolinerna,1897,
chi_088379873.json,chi.088379873,Lagerlöf Selma,Antikrists Mirakler,1897,
nyp_33433075866479.json,nyp.33433075866479,Molin Pelle,Ådalens Poesi,1897,
wau_39352017620030.json,wau.39352017620030,Nyblom Helena,Det Var En Gång,1897,
uc1_b4785193.json,uc1.b4785193,Agrell Alfhild,Nordanfrån,1898,
FrodingG_Gralstank.json,,Fröding Gustaf,Gralstänk,1898,
hvd_hnqls3.json,hvd.hnqls3,Geijerstam Gustaf Af,Det Yttersta Skäret,1898,
hvd_hnqls4.json,hvd.hnqls4,Geijerstam Gustaf Af,Äktenskapets Komedi,1898,
hvd_hn5daf.json,hvd.hn5daf,Hallström Per,Våren,1898,
wu_89104944947.json,wu.89104944947,Karlfeldt Erik Axel,Fridolins Visor Och Andra Dikter,1898,
LundegardA_Struensee1.json,,Lundegård Axel,Struensee. I. Stadsläkaren I Altona ,1898,
wau_39352017620048.json,wau.39352017620048,Nyblom Helena,Det Var En Gång,1898,
hvd_32044011364056.json,hvd.32044011364056,Söderberg Hjalmar,Historietter,1898,
StrindbergA_TillDamaskus.json,,Strindberg August,Till Damaskus,1898,
umn_31951001016888x.json,umn.31951001016888x,Wahlenberg Anna,Bindande Band,1898,
uc1_$b278360.json,uc1.$b278360,Wickström Victor Hugo,En Modern Historia I Dagboksform Berättad Af Gunhild,1898,
umn_319510011013025.json,umn.319510011013025,Elkan Sophie,John Hall,1899,
hvd_hnta8b.json,hvd.hnta8b,Lagerlöf Selma,En Herrgårdssägen,1899,
LevertinO_Rococonoveller.json,,Levertin Oscar,Rococo-Noveller,1899,
LundegardA_Struensee2.json,,Lundegård Axel,Struensee. Ii. På Höjderna,1899,
hvd_hwl4nc.json,hvd.hwl4nc,Agrell Alfhild,Ingrid En Döds Kärlekssaga,1900,
hvd_hnnann.json,hvd.hnnann,Ekelund Vilhelm,Vårbris,1900,
umn_319510011013033.json,umn.319510011013033,Elkan Sophie,John Hall,1900,
hvd_hnta86.json,hvd.hnta86,Geijerstam Gustaf Af,Boken Om Lille-Bror,1900,
umn_31951001070549d.json,umn.31951001070549d,Hansson Ola,Fru Ester Bruce,1900,
umn_31951001171763z.json,umn.31951001171763z,Heidenstam Verner Von,Sankt Göran Och Draken,1900,
uc1_$b70959.json,uc1.$b70959,Janson Gustaf,Paradiset,1900,
LundegardA_Struensee3.json,,Lundegård Axel,Struensee. Iii. Korsets Väg ,1900,
hvd_hntfr3.json,hvd.hntfr3,Strindberg August,Dödsdansen,1900,
WallensteenN_FruMargret.json,,Wallensteen Nanna,Fru Margret,1900,
umn_31951d00223138l.json,umn.31951d00223138l,Berger Henning,Där Ute,1901,
wu_89009700980.json,wu.89009700980,Ekelund Vilhelm,Syner,1901,
HanssonO_DikterPaVersO.json,,Hansson Ola,Dikter På Vers Och Prosa ,1901,
umn_319510010821120.json,umn.319510010821120,Heidenstam Verner Von,Heliga Birgittas Pilgrimsfärd,1901,
umn_31951000998266q.json,umn.31951000998266q,Janson Gustaf,Abrahams Offer,1901,
coo_31924026334171.json,coo.31924026334171,Karlfeldt Erik Axel,Fridolins Lustgård Och Dalmålningar På Rim,1901,
KerfstedtA_Reflexer.json,,Kerfstedt Amanda,Reflexer,1901,
wu_89098576853.json,wu.89098576853,Lagerlöf Selma,Jerusalem,1901,
umn_31951001119929n.json,umn.31951001119929n,Söderberg Hjalmar,Martin Bircks Ungdom,1901,
wu_89009701020.json,wu.89009701020,Ekelund Vilhelm,Melodier I Skymning,1902,
hvd_hnnalf.json,hvd.hnnalf,Hallström Per,Döda Fallet,1902,
umn_31951001018139s.json,umn.31951001018139s,Kerfstedt Amanda,Blåklint,1902,
wu_89098576861.json,wu.89098576861,Lagerlöf Selma,Jerusalem,1902,
mdp_39015030017100.json,mdp.39015030017100,Lundegård Axel,Elsa Finne,1902,
uc1_$b483449.json,uc1.$b483449,Nyblom Helena,Det Ringer!,1902,
hvd_hwnnss.json,hvd.hwnnss,Roos Anna Maria,Aderton År,1902,
wu_89002343630.json,wu.89002343630,Strindberg August,Ett Drömspel,1902,
BenzonK_Detektivbragder.json,,Benzon Karl,Detektivbragder Eller Stockholmsmysterier,1903,
mdp_39015030002771.json,mdp.39015030002771,Berger Henning,Ridå,1903,
wu_89009454646.json,wu.89009454646,Bergman Bo,Marionetterna,1903,
uc1_b2854034.json,uc1.b2854034,Ekelund Vilhelm,Elegier,1903,
wu_89098577703.json,wu.89098577703,Janson Gustaf,Nils Dobblare,1903,
hvd_hwlcwp.json,hvd.hwlcwp,Lagerlöf Selma,Herr Arnes Penningar,1903,
NyblomH_EnSagokrans.json,,Nyblom Helena,En Sagokrans,1903,
SoderbergH_Framlingarna.json,,Söderberg Hjalmar,Främlingarna,1903,
hvd_hnj8aj.json,hvd.hnj8aj,Bergman Bo,Drömmen Och Andra Noveller,1904,
wu_89099783268.json,wu.89099783268,Geijerstam Gustaf Af,Karin Brandts Dröm,1904,
umn_319510011788408.json,umn.319510011788408,Heidenstam Verner Von,Skogen Susar,1904,
hvd_hwlcry.json,hvd.hwlcry,Lagerlöf Selma,Kristuslegender,1904,
hvd_hntfgd.json,hvd.hntfgd,Strindberg August,Götiska Rummen,1904,
BergerH_Ysail.json,,Berger Henning,Ysaïl,1905,
wu_89009701053.json,wu.89009701053,Ekelund Vilhelm,In Candidum,1905,
mdp_39015030065539.json,mdp.39015030065539,Geijerstam Gustaf Af,Andreas Vik,1905,
nyp_33433075867410.json,nyp.33433075867410,Heidenstam  Verner Von,Folke Filbyter,1905,
hvd_hntabp.json,hvd.hntabp,Levertin Oscar,Kung Salomo Och Morolf,1905,
hvd_hntdv6.json,hvd.hntdv6,Österling Anders,Offerkransar,1905,
hvd_hnnanp.json,hvd.hnnanp,Ekelund Vilhelm,Dithyramber I Aftonglans,1906,
hvd_hnqlu1.json,hvd.hnqlu1,Ekelund Vilhelm,Hafvets Stjärna,1906,
hvd_hnqlu2.json,hvd.hnqlu2,Ekelund Vilhelm,Grekisk Bukett,1906,
chi_090504133.json,chi.090504133,Hallström Per,En Skälmroman,1906,
wu_89099783706.json,wu.89099783706,Hallström Per,De Fyra Elementerna,1906,
mdp_39015030010998.json,mdp.39015030010998,Karlfeldt Erik Axel,Flora Och Pomona,1906,
mdp_39015078575720.json,mdp.39015078575720,Lagerlöf Selma,Nils Holgerssons Underbara Resa Genom Sverige,1906,
umn_31951001103025v.json,umn.31951001103025v,Nordström Ludvig,Kains Land,1906,
hvd_hntdv3.json,hvd.hntdv3,Österling Anders,Nattens Röster,1906,
uc1_$b136041.json,uc1.$b136041,Siwertz Sigfrid,Margot Med Flera Berättelser,1906,
umn_31951001017648c.json,umn.31951001017648c,Bergman Hjalmar,Blå Blommor,1907,
FitinghoffL_BarnenIfranFrostmofjallet.json,,Fitinghoff Laura,Barnen Ifrån Frostmofjället,1907,
hvd_hnkgrq.json,hvd.hnkgrq,Hansson Ola,Nya Visor,1907,
hvd_hwlc6z.json,hvd.hwlc6z,Hedberg Tor,Johan Ulfstjerna,1907,
mdp_39015030013026.json,mdp.39015030013026,Heidenstam Verner Von,Bjälboarvet,1907,
KampeA_Tralar.json,,Kämpe Alfred,Trälar,1907,
mdp_39015078575738.json,mdp.39015078575738,Lagerlöf Selma,Nils Holgerssons Underbara Resa Genom Sverige,1907,
umn_31951001065541a.json,umn.31951001065541a,Nordström Ludvig,Fiskare,1907,
hvd_hntdup.json,hvd.hntdup,Österling Anders,Hälsningar,1907,
nyp_33433075867295.json,nyp.33433075867295,Roos Mathilda,Hvit Ljung,1907,
uc1_b4770337.json,uc1.b4770337,Söderberg Hjalmar,Skrifter,1907,
StrindbergA_TaklagsolSyndabocken.json,,Strindberg August,Taklagsöl & Syndabocken,1907,
umn_31951001191160h.json,umn.31951001191160h,Strindberg August,Svarta Fanor,1907,
hvd_hwjnuf.json,hvd.hwjnuf,Berger Henning,Syndafloden,1908,
umn_31951001068915g.json,umn.31951001068915g,Elkan Sophie,Från Östan Och Västan,1908,
wu_89098577182.json,wu.89098577182,Heidenstam  Verner Von,Svenskarna Och Deras Hövdingar,1908,
KampeA_Konflikt.json,,Kämpe Alfred,Konflikt,1908,
hvd_hntdrn.json,hvd.hntdrn,Malmberg Bertil,Bränder,1908,
jaochnej.json,,Nyblom Helena,Ja Och Nej,1908,
hvd_hntduk.json,hvd.hntduk,Österling Anders,Döden Inkognito,1908,
uc1_c042571849.json,uc1.c042571849,Wägner Elin,Norrtullsligan,1908,
uc1_$b480145.json,uc1.$b480145,Berger Henning,Drömlandet,1909,
uc1_$b480149.json,uc1.$b480149,Berger Henning,Aska,1909,
BergmanHj_Savonarola.json,,Bergman Hjalmar,Savonarola,1909,
KampeA_Torpare.json,,Kämpe Alfred,Torpare,1909,
wu_89098578750.json,wu.89098578750,Nordström Ludvig,Borgare,1909,
SandelM_FamiljenVinge1909.json,,Sandel Maria,Familjen Vinge. En Roman Om Verkstadsgossar Och Fabriksflickor,1909,
uc1_$b136000.json,uc1.$b136000,Siwertz Sigfrid,De Gamla,1909,
uc1_$b480150.json,uc1.$b480150,Berger Henning,Bendel & Co,1910,
BergmanHj_Amourer.json,,Bergman Hjalmar,Amourer,1910,
coo_31924026334668.json,coo.31924026334668,Fröding Gustaf,Efterskörd I: Vers,1910,
coo_31924026334676.json,coo.31924026334676,Fröding Gustaf,Efterskörd Ii: Prosa,1910,
wu_89098577190.json,wu.89098577190,Heidenstam  Verner Von,Svenskarna Och Deras Hövdingar,1910,
uc1_$b479442.json,uc1.$b479442,Hellström Gustaf,Kuskar,1910,
uc1_$b472157.json,uc1.$b472157,Janson Gustaf,Affären Costa Negra,1910,
uc1_c042571830.json,uc1.c042571830,Wägner Elin,Pennskaftet,1910,
uc1_$b136673.json,uc1.$b136673,Berger Henning,Fata Morgana,1911,
wu_89099911703.json,wu.89099911703,Berger Henning,Paus,1911,
njp_32101065644138.json,njp.32101065644138,Elgström Anna Lenah,Gäster Och Främlingar,1911,
KampeA_Vinddrivna.json,,Kämpe Alfred,Vinddrivna,1911,
coo_31924026328744.json,coo.31924026328744,Lagerlöf Selma,Liljecronas Hem,1911,
LundegardA_DenStoraDagen.json,,Lundegård Axel,Den Stora Dagen,1911,
uc1_$b135994.json,uc1.$b135994,Siwertz Sigfrid,Hamn Och Hav,1911,
umn_319510011174873.json,umn.319510011174873,Siwertz Sigfrid,Mälarpirater,1911,
mdp_39015030002839.json,mdp.39015030002839,Berger Henning,Dubbelgångaren Och Andra Berättelser,1912,
BergmanHj_ViBookarKrokarochRothar.json,,Bergman Hjalmar,Vi Bookar Krokar Och Rothar,1912,
mdp_39015030065158.json,mdp.39015030065158,Elgström Anna Lenah,Havsboken,1912,
umn_31951001063232x.json,umn.31951001063232x,Elgström Anna Lenah,Fattigfolk,1912,
KampeA_Segrare.json,,Kämpe Alfred,Segrare,1912,
KochM_Arbetare.json,,Koch Martin,Arbetare,1912,
uc1_b4772195.json,uc1.b4772195,Lagerkvist Pär,Människor,1912,
njp_32101073390864.json,njp.32101073390864,Lagerlöf Selma,Körkarlen,1912,
umn_31951d00223409g.json,umn.31951d00223409g,Siwertz Sigfrid,Ämbetsmän På Äventyr,1912,
chi_090510176.json,chi.090510176,Söderberg Hjalmar,Den Allvarsamma Leken,1912,
SoderbergH_Aftonstjarnan.json,,Söderberg Hjalmar,Aftonstjärnan,1912,
uc1_$b136668.json,uc1.$b136668,Berger Henning,Ur Larmet,1913,
chi_088384535.json,chi.088384535,Bergman Hjalmar,Loewenhistorier,1913,
umn_31951p010211127.json,umn.31951p010211127,Hedenvind-Eriksson Gustav,Från Öde Gårdar,1913,
KampeA_Fullblod.json,,Kämpe Alfred,Fullblod,1913,
kochvalda-3.json,,Koch Martin,Timmerdalen,1913,
njp_32101073390716.json,njp.32101073390716,Lagerlöf Selma,Tösen Från Stormyrtorpet Och Andra Sagor,1913,
wu_89103202149.json,wu.89103202149,Österling Anders,Facklor I Stormen,1913,
SandelM_Virveln.json,,Sandel Maria,Virveln,1913,
wu_89103317822.json,wu.89103317822,Söderberg Hjalmar,Den Talangfulla Draken,1913,
umn_31951001082093e.json,umn.31951001082093e,Wägner Elin,Helga Wisbeck,1913,
AnderssonD_Kolarhistorier.json,,Andersson Dan,Kolarhistorier,1914,
uc1_$b136674.json,uc1.$b136674,Berger Henning,Films,1914,
wu_89098576887.json,wu.89098576887,Lagerlöf Selma,Kejsarn Av Portugallien,1914,
uc1_b4145291.json,uc1.b4145291,Siwertz Sigfrid,En Flanör,1914,
AnderssonD_KolvaktarensVisor.json,,Andersson Dan,Kolvaktarens Visor,1915,
uc1_$b480147.json,uc1.$b480147,Berger Henning,Hörnfeldt,1915,
uc1_$b136641.json,uc1.$b136641,Didring Ernst,Bergets Sång,1915,
njp_32101065644187.json,njp.32101065644187,Heidenstam  Verner Von,Nya Dikter,1915,
umn_31951001099940u.json,umn.31951001099940u,Lagerkvist Pär,Järn Och Människor,1915,
uc1_$b473029.json,uc1.$b473029,Wägner Elin,Camillas Äktenskap,1915,
AnderssonD_DetKallasVidskepelse.json,,Andersson Dan,Det Kallas Vidskepelse,1916,
uc1_$b480152.json,uc1.$b480152,Berger Henning,Gulaschbaronerna,1916,
kmarknad.json,,Bergman Hjalmar,Komedier I Bergslagen: Knutsmässo Marknad,1916,
KochM_GudsVackraVarldI.json,,Koch Martin,Guds Vackra Värld,1916,
KochM_GudsVackraVarldII.json,,Koch Martin,Guds Vackra Värld,1916,
mdp_39015030011152.json,mdp.39015030011152,Lagerkvist Pär,Ångest,1916,
umn_31951d01286345t.json,umn.31951d01286345t,Siwertz Sigfrid,Eldens Återsken,1916,
wu_89103316121.json,wu.89103316121,Wägner Elin,Släkten Jerneploogs Framgång,1916,
umn_31951d012629095.json,umn.31951d012629095,Andersson Dan,Svarta Ballader,1917,
umn_31951001136454b.json,umn.31951001136454b,Berger Henning,Noveller I Pastell,1917,
umn_31951001053704o.json,umn.31951001053704o,Bergman Bo,Elden,1917,
uc1_$b480143.json,uc1.$b480143,Bergman Hjalmar,Ett Experiment,1917,
umn_31951001127758s.json,umn.31951001127758s,Bergman Hjalmar,Mor I Sutre,1917,
njp_32101065642215.json,njp.32101065642215,Elgström Anna Lenah,Mödrar,1917,
FitinghoffL_Brittsommar.json,,Fitinghoff Laura,Brittsommar,1917,
wu_89103202347.json,wu.89103202347,Nordström Ludvig,Resan Till Cythere,1917,
njp_32101064730557.json,njp.32101064730557,Wahlenberg Anna,En Spion,1917,
AnderssonD_DeTreHemlosa.json,,Andersson Dan,De Tre Hemlösa,1918,
njp_32101066110337.json,njp.32101066110337,Berger Henning,Järntrappan,1918,
njp_32101066110345.json,njp.32101066110345,Berger Henning,Järntrappan,1918,
njp_32101066110311.json,njp.32101066110311,Bergman Hjalmar,En Döds Memoarer,1918,
njp_32101066110329.json,njp.32101066110329,Bergman Hjalmar,En Döds Memoarer,1918,
wu_89104945134.json,wu.89104945134,Karlfeldt Erik Axel,Flora Och Bellona,1918,
mdp_39015030011202.json,mdp.39015030011202,Lagerlöf Selma,Bannlyst,1918,
njp_32101064729757.json,njp.32101064729757,Wägner Elin,Åsa-Hanna,1918,
AnderssonD_DavidRammsArv.json,,Andersson Dan,David Ramms Arv,1919,
BergerH_Spoksekretaren.json,,Berger Henning,Spöksekretären Och Andra Noveller,1919,
mdp_39015030002813.json,mdp.39015030002813,Berger Henning,De Fördömda,1919,
umn_319510009948064.json,umn.319510009948064,Bergman Hjalmar,Markurells I Wadköping,1919,
uc1_$b305546.json,uc1.$b305546,Didring Ernst,Spelarna,1919,
mdp_39015030013075.json,mdp.39015030013075,Hedenvind-Eriksson Gustav,En Dröm I Seklets Natt,1919,
SandelM_Hexdansen.json,,Sandel Maria,Hexdansen,1919,
uc1_$b472236.json,uc1.$b472236,Siwertz Sigfrid,Vindros,1919,
AnderssonD_Chi-mo-ka-ma.json,,Andersson Dan,Chi-Mo-Ka-Ma,1920,
uc1_$b136656.json,uc1.$b136656,Berger Henning,Hjärtat På Väggen,1920,
umn_319510010831854.json,umn.319510010831854,Bergman Hjalmar,Herr Von Hancken,1920,
wu_89090941113.json,wu.89090941113,Siwertz Sigfrid,Dikter,1920,
wu_89009435694.json,wu.89009435694,Almqvist C.J.L.,Smaragdbruden,1845,
uc1_$b305449.json,uc1.$b305449,Bjursten Herman,Egoismen,1852,
uc1_$b305450.json,uc1.$b305450,Bjursten Herman,Gyltas Grotta,1853,
uc1_$b70896.json,uc1.$b70896,Bjursten Herman,Ödets Lek,1850,
umn_31951001206514u.json,umn.31951001206514u,Bjursten Herman,Öfverste Stobã©E,1854,
uc1_$b482698.json,uc1.$b482698,Dahlgren Carl Fredric,Samlade Skrifter (Vol. 1),1821,
uc1_$b482699.json,uc1.$b482699,Dahlgren Carl Fredric,Samlade Skrifter (Vol. 2),1822,
uc1_$b482700.json,uc1.$b482700,Dahlgren Carl Fredric,Samlade Skrifter (Vol. 3),1823,
uc1_$b483320.json,uc1.$b483320,Ling Pehr Henrik,Samlade Arbeten (Vol. 1:1),1815,
uc1_$b483321.json,uc1.$b483321,Ling Pehr Henrik,Samlade Arbeten (Vol. 1:2),1816,
uc1_$b483322.json,uc1.$b483322,Ling Pehr Henrik,Samlade Arbeten (Vol. 2),1819,
mdp_39015030069747.json,mdp.39015030069747,Starbäck Georg,Engelbrekt Engelbrektsson,1868,
uc1_$b70889.json,uc1.$b70889,Starbäck Georg,Nils Bosson Sture,1871,
hvd_hnteh7.json,hvd.hnteh7,Sätherberg Herman,Jägarens Hvila,1838,
mdp_39015030069705.json,mdp.39015030069705,Sätherberg Herman,Mäster Olofs Bröllop,1871,
uc1_$b137030.json,uc1.$b137030,Sätherberg Herman,Naima,1870,
wu_89007625817.json,wu.89007625817,Tankebyggarorden,Våra Försök I,1753,
wu_89007625809.json,wu.89007625809,Tankebyggarorden,Våra Försök Ii,1754,
wu_89007625791.json,wu.89007625791,Tankebyggarorden,Våra Försök Iii,1756,
nyp_33433075849020.json,nyp.33433075849020,Wetterbergh Carl Anton,Penningar Och Arbete,1847,
nyp_33433075849046.json,nyp.33433075849046,Wetterbergh Carl Anton,Får Gå! Genremålning,1844,
LjungstedtA_PsykologiskaGåtor1.json,,Ljungstedt Aurora,Psykologiska Gåtor I,1868,https://litteraturbanken.se/f%C3%B6rfattare/LjungstedtA/titlar/PsykologiskaG%C3%A5tor1/sida/1/etext
LjungstedtA_PsykologiskaGåtor2.json,,Ljungstedt Aurora,Psykologiska Gåtor Ii,1868,https://litteraturbanken.se/f%C3%B6rfattare/LjungstedtA/titlar/PsykologiskaG%C3%A5tor2/sida/1/etext 
LjungstedtA_PsykologiskaGåtor3.json,,Ljungstedt Aurora,Psykologiska Gåtor Iii,1868,https://litteraturbanken.se/f%C3%B6rfattare/LjungstedtA/titlar/PsykologiskaG%C3%A5tor3/sida/1/etext 
BrennerSE_PoetiskeDikter1.json,,"Brenner, Sophia Elisabeth",Poetiske Dikter,1709,
DulciU_VitterhetsNojen4.json,,Utile Dulci,Vitterhets-Nöjen. Fjerde Delen,1781,
EnbomPU_Fabriksflickan.json,,Per Embom,Fabriksflickan,1796,
GyllenborgC_SwenskaSpratthoken.json,,Gyllenborg Carl,Svenska Sprätthöken,1737,
hvd_hnw1l6.json,hvd.hnw1l6,Wallenberg Jacob,Min Son På Galejan,1781,
runius.json,,Johan Runius,Runius,1710,
uc1_$b305448.json,uc1.$b305448,Olof Dalin,Sagan Om Ha?Sten,1740,
uc1_b4783282.json,uc1.b4783282,Jacob Frese,Valda Skrifter,1710,
